# Absorption Cross-sections (XS) & Absorbance
# HITRAN. Molecule CO2. Isotopologue(s): 626.
# Wavenumber range: 158-14076 cm-1, T: 267.45 K, P: 0.0592154 atm, step: 1 cm-1, Profile: Voigt, Wing: 50 HW, Scut: 1e-28 cm/mol
# XS in HITRAN-compatible units. Absorbance for path=1m in PNNL-compatible units. Definition in Eqs(7)-(9) of https://hitran.iao.ru/home.sim-theory.sp-functions.
# WN,cm-1      XS,cm**2/molecule   Absorbance,1/(ppm*m) (FORMAT F12.6,3X,E17.10,3X,E17.10)

  295.000000    0.0000000000E+00    0.0000000000E+00
  296.000000    0.0000000000E+00    0.0000000000E+00
  297.000000    0.0000000000E+00    0.0000000000E+00
  298.000000    0.0000000000E+00    0.0000000000E+00
  299.000000    0.0000000000E+00    0.0000000000E+00
  300.000000    0.0000000000E+00    0.0000000000E+00
  301.000000    7.7222603363E-31    1.1872213560E-12
  302.000000    3.9509926424E-31    6.0742614703E-13
  303.000000    6.8570642862E-30    1.0542059974E-11
  304.000000    2.7776370492E-29    4.2703429830E-11
  305.000000    1.9176131514E-30    2.9481410711E-12
  306.000000    6.6352000338E-31    1.0200965570E-12
  307.000000    7.1031798224E-30    1.0920438335E-11
  308.000000    2.8784765261E-29    4.4253737322E-11
  309.000000    1.7873950001E-30    2.7479435079E-12
  310.000000    5.7119548344E-31    8.7815671430E-13
  311.000000    4.2567126536E-29    6.5442758320E-11
  312.000000    4.6586753079E-30    7.1622537642E-12
  313.000000    7.7962529449E-31    1.1985969897E-12
  314.000000    7.2969020643E-30    1.1218267173E-11
  315.000000    9.4633887419E-30    1.4549026742E-11
  316.000000    7.4653565781E-31    1.1477249372E-12
  317.000000    3.6288715655E-30    5.5790320879E-12
  318.000000    8.4921148893E-30    1.3055788998E-11
  319.000000    0.0000000000E+00    0.0000000000E+00
  320.000000    0.0000000000E+00    0.0000000000E+00
  321.000000    0.0000000000E+00    0.0000000000E+00
  322.000000    0.0000000000E+00    0.0000000000E+00
  323.000000    0.0000000000E+00    0.0000000000E+00
  324.000000    0.0000000000E+00    0.0000000000E+00
  325.000000    0.0000000000E+00    0.0000000000E+00
  326.000000    5.7367292865E-31    8.8196554194E-13
  327.000000    5.0234560687E-30    7.7230682028E-12
  328.000000    2.9019458289E-30    4.4614554702E-12
  329.000000    4.3855555313E-31    6.7423590476E-13
  330.000000    3.5592053533E-27    5.4719271583E-09
  331.000000    1.0793528335E-30    1.6593985165E-12
  332.000000    4.3805987310E-30    6.7347384561E-12
  333.000000    4.1374698077E-30    6.3609517182E-12
  334.000000    4.5448791860E-31    6.9873034515E-13
  335.000000    2.4100336040E-28    3.7051889456E-10
  336.000000    8.2348341776E-31    1.2660245282E-12
  337.000000    8.4288569244E-30    1.2958536117E-11
  338.000000    1.8229054034E-30    2.8025372502E-12
  339.000000    2.6251839131E-31    4.0359613240E-13
  340.000000    6.4246090586E-30    9.8772027181E-12
  341.000000    3.4748626764E-31    5.3422586120E-13
  342.000000    4.6157981693E-28    7.0963343929E-10
  343.000000    4.7212483771E-31    7.2584536860E-13
  344.000000    9.8957503049E-30    1.5213739998E-11
  345.000000    6.8021715660E-31    1.0457667831E-12
  346.000000    0.0000000000E+00    0.0000000000E+00
  347.000000    1.0490477269E-30    1.6128074043E-12
  348.000000    0.0000000000E+00    0.0000000000E+00
  349.000000    1.8557881805E-30    2.8530912766E-12
  350.000000    0.0000000000E+00    0.0000000000E+00
  351.000000    0.0000000000E+00    0.0000000000E+00
  352.000000    0.0000000000E+00    0.0000000000E+00
  353.000000    0.0000000000E+00    0.0000000000E+00
  354.000000    0.0000000000E+00    0.0000000000E+00
  355.000000    0.0000000000E+00    0.0000000000E+00
  356.000000    0.0000000000E+00    0.0000000000E+00
  357.000000    0.0000000000E+00    0.0000000000E+00
  358.000000    0.0000000000E+00    0.0000000000E+00
  359.000000    0.0000000000E+00    0.0000000000E+00
  360.000000    0.0000000000E+00    0.0000000000E+00
  361.000000    0.0000000000E+00    0.0000000000E+00
  362.000000    0.0000000000E+00    0.0000000000E+00
  363.000000    0.0000000000E+00    0.0000000000E+00
  364.000000    0.0000000000E+00    0.0000000000E+00
  365.000000    0.0000000000E+00    0.0000000000E+00
  366.000000    0.0000000000E+00    0.0000000000E+00
  367.000000    0.0000000000E+00    0.0000000000E+00
  368.000000    0.0000000000E+00    0.0000000000E+00
  369.000000    0.0000000000E+00    0.0000000000E+00
  370.000000    0.0000000000E+00    0.0000000000E+00
  371.000000    0.0000000000E+00    0.0000000000E+00
  372.000000    0.0000000000E+00    0.0000000000E+00
  373.000000    0.0000000000E+00    0.0000000000E+00
  374.000000    0.0000000000E+00    0.0000000000E+00
  375.000000    0.0000000000E+00    0.0000000000E+00
  376.000000    0.0000000000E+00    0.0000000000E+00
  377.000000    0.0000000000E+00    0.0000000000E+00
  378.000000    0.0000000000E+00    0.0000000000E+00
  379.000000    0.0000000000E+00    0.0000000000E+00
  380.000000    0.0000000000E+00    0.0000000000E+00
  381.000000    0.0000000000E+00    0.0000000000E+00
  382.000000    0.0000000000E+00    0.0000000000E+00
  383.000000    0.0000000000E+00    0.0000000000E+00
  384.000000    0.0000000000E+00    0.0000000000E+00
  385.000000    0.0000000000E+00    0.0000000000E+00
  386.000000    0.0000000000E+00    0.0000000000E+00
  387.000000    0.0000000000E+00    0.0000000000E+00
  388.000000    0.0000000000E+00    0.0000000000E+00
  389.000000    0.0000000000E+00    0.0000000000E+00
  390.000000    0.0000000000E+00    0.0000000000E+00
  391.000000    0.0000000000E+00    0.0000000000E+00
  392.000000    0.0000000000E+00    0.0000000000E+00
  393.000000    0.0000000000E+00    0.0000000000E+00
  394.000000    0.0000000000E+00    0.0000000000E+00
  395.000000    0.0000000000E+00    0.0000000000E+00
  396.000000    0.0000000000E+00    0.0000000000E+00
  397.000000    0.0000000000E+00    0.0000000000E+00
  398.000000    0.0000000000E+00    0.0000000000E+00
  399.000000    0.0000000000E+00    0.0000000000E+00
  400.000000    0.0000000000E+00    0.0000000000E+00
  401.000000    0.0000000000E+00    0.0000000000E+00
  402.000000    0.0000000000E+00    0.0000000000E+00
  403.000000    0.0000000000E+00    0.0000000000E+00
  404.000000    0.0000000000E+00    0.0000000000E+00
  405.000000    0.0000000000E+00    0.0000000000E+00
  406.000000    0.0000000000E+00    0.0000000000E+00
  407.000000    0.0000000000E+00    0.0000000000E+00
  408.000000    0.0000000000E+00    0.0000000000E+00
  409.000000    0.0000000000E+00    0.0000000000E+00
  410.000000    0.0000000000E+00    0.0000000000E+00
  411.000000    0.0000000000E+00    0.0000000000E+00
  412.000000    0.0000000000E+00    0.0000000000E+00
  413.000000    0.0000000000E+00    0.0000000000E+00
  414.000000    0.0000000000E+00    0.0000000000E+00
  415.000000    0.0000000000E+00    0.0000000000E+00
  416.000000    0.0000000000E+00    0.0000000000E+00
  417.000000    0.0000000000E+00    0.0000000000E+00
  418.000000    0.0000000000E+00    0.0000000000E+00
  419.000000    0.0000000000E+00    0.0000000000E+00
  420.000000    0.0000000000E+00    0.0000000000E+00
  421.000000    0.0000000000E+00    0.0000000000E+00
  422.000000    0.0000000000E+00    0.0000000000E+00
  423.000000    0.0000000000E+00    0.0000000000E+00
  424.000000    0.0000000000E+00    0.0000000000E+00
  425.000000    0.0000000000E+00    0.0000000000E+00
  426.000000    0.0000000000E+00    0.0000000000E+00
  427.000000    0.0000000000E+00    0.0000000000E+00
  428.000000    0.0000000000E+00    0.0000000000E+00
  429.000000    0.0000000000E+00    0.0000000000E+00
  430.000000    0.0000000000E+00    0.0000000000E+00
  431.000000    0.0000000000E+00    0.0000000000E+00
  432.000000    2.9846749190E-31    4.5886432860E-13
  433.000000    1.1403117530E-29    1.7531168424E-11
  434.000000    1.7648730662E-30    2.7133182560E-12
  435.000000    7.7019224728E-31    1.1840946101E-12
  436.000000    3.5344009746E-29    5.4337928727E-11
  437.000000    2.2899553793E-29    3.5205805195E-11
  438.000000    1.9707074336E-30    3.0297682929E-12
  439.000000    2.4759982594E-28    3.8066030966E-10
  440.000000    1.6593378973E-29    2.5510683435E-11
  441.000000    1.7734171232E-30    2.7264539009E-12
  442.000000    3.0581065624E-26    4.7015371947E-08
  443.000000    1.0455856867E-29    1.6074848591E-11
  444.000000    3.4741551530E-30    5.3411708646E-12
  445.000000    1.8610111781E-27    2.8611211202E-09
  446.000000    2.1374346239E-29    3.2860949023E-11
  447.000000    6.1360564915E-30    9.4335816083E-12
  448.000000    8.9959988743E-28    1.3830460923E-09
  449.000000    3.8377108966E-29    5.9001019600E-11
  450.000000    9.6799709554E-30    1.4882000532E-11
  451.000000    8.3572319475E-28    1.2848419780E-09
  452.000000    5.8371372326E-29    8.9740227325E-11
  453.000000    1.3332996930E-29    2.0498167642E-11
  454.000000    1.0378438086E-27    1.5955824851E-09
  455.000000    7.5147523250E-29    1.1553190461E-10
  456.000000    1.6039986365E-29    2.4659896887E-11
  457.000000    1.7094747213E-27    2.6281487651E-09
  458.000000    1.1579980002E-28    1.7803077029E-10
  459.000000    2.6152774574E-29    4.0207311254E-11
  460.000000    4.8937339235E-27    7.5236332000E-09
  461.000000    1.6046210203E-27    2.4669465424E-09
  462.000000    2.1328445334E-29    3.2790380910E-11
  463.000000    3.0698197240E-25    4.7195450253E-07
  464.000000    1.1121696173E-28    1.7098510846E-10
  465.000000    6.4238146444E-29    9.8759813846E-11
  466.000000    6.1510404228E-27    9.4566179247E-09
  467.000000    6.2648536104E-29    9.6315944743E-11
  468.000000    8.8658031141E-30    1.3630297784E-11
  469.000000    3.3358435441E-28    5.1285304087E-10
  470.000000    9.7419952347E-29    1.4977356744E-10
  471.000000    1.4570843537E-26    2.2401234701E-08
  472.000000    6.9147638282E-29    1.0630767328E-10
  473.000000    3.9001347966E-28    5.9960725489E-10
  474.000000    2.0224361269E-29    3.1092960564E-11
  475.000000    1.1874838727E-28    1.8256393234E-10
  476.000000    7.8626968082E-28    1.2088120783E-09
  477.000000    4.1508023331E-29    6.3814491610E-11
  478.000000    3.7456305677E-28    5.7585375370E-10
  479.000000    1.8331282558E-28    2.8182538775E-10
  480.000000    4.1701268497E-26    6.4111586992E-08
  481.000000    7.6429088315E-26    1.1750218448E-07
  482.000000    2.4913151443E-28    3.8301512964E-10
  483.000000    3.5167231008E-28    5.4066148855E-10
  484.000000    2.1804720794E-26    3.3522607451E-08
  485.000000    4.3268842730E-28    6.6521577752E-10
  486.000000    4.3868384708E-28    6.7443314406E-10
  487.000000    1.0944055538E-27    1.6825405892E-09
  488.000000    1.2004450395E-27    1.8455658389E-09
  489.000000    2.2253170357E-26    3.4212054419E-08
  490.000000    3.6896374270E-28    5.6724536062E-10
  491.000000    1.1891801298E-25    1.8282471514E-07
  492.000000    4.8668292517E-28    7.4822699210E-10
  493.000000    5.4928761186E-28    8.4447552269E-10
  494.000000    2.8048313117E-27    4.3121514792E-09
  495.000000    4.5127558087E-28    6.9379169275E-10
  496.000000    3.1780704759E-27    4.8859698787E-09
  497.000000    1.2781665522E-27    1.9650549984E-09
  498.000000    5.9776060647E-28    9.1899797064E-10
  499.000000    2.6511205370E-27    4.0758363248E-09
  500.000000    7.2580167616E-28    1.1158484856E-09
  501.000000    2.1110747821E-27    3.2455692457E-09
  502.000000    1.7309341753E-26    2.6611405589E-08
  503.000000    5.7365913468E-28    8.8194433507E-10
  504.000000    3.0480153986E-28    4.6860230256E-10
  505.000000    2.8122727990E-24    4.3235920320E-06
  506.000000    5.9071681296E-28    9.0816883290E-10
  507.000000    2.8835878099E-26    4.4332318269E-08
  508.000000    8.7831095562E-26    1.3503164596E-07
  509.000000    1.0726704085E-24    1.6491249471E-06
  510.000000    2.9971383374E-26    4.6078045625E-08
  511.000000    5.1562635136E-26    7.9272465494E-08
  512.000000    2.2089636765E-26    3.3960637651E-08
  513.000000    7.3692699087E-27    1.1329525596E-08
  514.000000    4.3755663675E-26    6.7270016936E-08
  515.000000    1.1202500239E-26    1.7222739127E-08
  516.000000    4.2167373973E-27    6.4828178186E-09
  517.000000    5.4851918989E-26    8.4329414971E-08
  518.000000    1.2297979379E-26    1.8906930249E-08
  519.000000    3.5186421621E-27    5.4095652530E-09
  520.000000    9.5283756936E-26    1.4648937771E-07
  521.000000    2.8066563990E-26    4.3149573710E-08
  522.000000    3.8716096667E-27    5.9522179753E-09
  523.000000    1.1341234620E-25    1.7436029553E-07
  524.000000    8.0778413464E-26    1.2418884289E-07
  525.000000    7.8513542071E-27    1.2070682653E-08
  526.000000    1.8995823640E-25    2.9204205140E-07
  527.000000    3.0469600464E-26    4.6844005257E-08
  528.000000    2.6332257363E-26    4.0483248339E-08
  529.000000    3.7698753004E-25    5.7958114220E-07
  530.000000    3.0261595537E-26    4.6524218200E-08
  531.000000    7.1432108173E-27    1.0981982041E-08
  532.000000    1.1619491522E-24    1.7863822093E-06
  533.000000    3.3662830923E-25    5.1753282115E-07
  534.000000    6.3296926381E-27    9.7312780839E-09
  535.000000    7.2594679436E-23    1.1160715905E-04
  536.000000    1.5348350813E-25    2.3596575447E-07
  537.000000    4.2090505598E-27    6.4710000641E-09
  538.000000    7.6508412957E-25    1.1762413830E-06
  539.000000    1.2689478683E-26    1.9508821812E-08
  540.000000    1.4426376831E-25    2.2179131391E-07
  541.000000    7.4990194815E-26    1.1529002766E-07
  542.000000    4.2384236471E-27    6.5161582884E-09
  543.000000    6.4875529971E-26    9.9739728148E-08
  544.000000    1.3063023249E-24    2.0083109737E-06
  545.000000    1.0465019640E-23    1.6088935449E-05
  546.000000    1.5460650319E-23    2.3769224860E-05
  547.000000    1.9722873937E-25    3.0321973257E-07
  548.000000    1.6834505536E-25    2.5881391742E-07
  549.000000    4.4679467892E-25    6.8690274798E-07
  550.000000    1.1533126158E-25    1.7731043865E-07
  551.000000    6.5190235447E-26    1.0022355678E-07
  552.000000    2.0782295047E-26    3.1950728714E-08
  553.000000    2.8916773293E-24    4.4456686650E-06
  554.000000    1.0245858359E-25    1.5751996598E-07
  555.000000    1.2050780208E-26    1.8526885907E-08
  556.000000    6.4231152321E-25    9.8749061071E-07
  557.000000    2.4311400767E-25    3.7376380655E-07
  558.000000    1.3279154660E-25    2.0415390462E-07
  559.000000    1.9717020710E-24    3.0312974497E-06
  560.000000    4.5604989346E-26    7.0113172742E-08
  561.000000    1.6699395827E-24    2.5673673892E-06
  562.000000    3.5019603863E-25    5.3839186682E-07
  563.000000    2.8841703059E-25    4.4341273570E-07
  564.000000    3.1563028871E-25    4.8525043580E-07
  565.000000    2.6438852331E-25    4.0647127587E-07
  566.000000    5.7489655671E-25    8.8384674939E-07
  567.000000    2.8064792317E-25    4.3146849937E-07
  568.000000    6.5145571392E-23    1.0015489020E-04
  569.000000    8.1161624086E-24    1.2477799142E-05
  570.000000    4.7924636340E-24    7.3679401190E-06
  571.000000    1.9952832221E-24    3.0675511436E-06
  572.000000    1.2499957071E-25    1.9217451027E-07
  573.000000    1.6647555060E-23    2.5593973826E-05
  574.000000    5.0625768408E-25    7.7832125311E-07
  575.000000    4.3444027269E-25    6.6790906701E-07
  576.000000    4.3328604048E-24    6.6613454884E-06
  577.000000    9.5997599061E-25    1.4758683956E-06
  578.000000    3.4689046616E-23    5.3330987520E-05
  579.000000    1.3699391508E-24    2.1061463165E-06
  580.000000    2.4819358879E-25    3.8157316149E-07
  581.000000    3.1231255017E-23    4.8014974004E-05
  582.000000    6.4953739771E-24    9.9859968002E-06
  583.000000    3.3456777249E-23    5.1436494917E-05
  584.000000    1.0144661573E-22    1.5596416521E-04
  585.000000    9.5830892306E-25    1.4733054437E-06
  586.000000    1.9149655812E-24    2.9440706930E-06
  587.000000    7.9579374280E-24    1.2234543842E-05
  588.000000    4.0805662964E-24    6.2734681824E-06
  589.000000    7.1991963038E-23    1.1068054204E-04
  590.000000    4.7425531657E-24    7.2912076970E-06
  591.000000    1.3484738243E-22    2.0731454943E-04
  592.000000    3.1577080427E-22    4.8546646461E-04
  593.000000    5.0599850515E-24    7.7792279107E-06
  594.000000    2.0896009927E-23    3.2125554126E-05
  595.000000    3.0368184509E-22    4.6688088231E-04
  596.000000    5.1313029066E-23    7.8888720783E-05
  597.000000    6.3115964254E-22    9.7034569418E-04
  598.000000    1.7705007209E-23    2.7219702201E-05
  599.000000    3.4967224072E-24    5.3758657920E-06
  600.000000    7.5255443675E-21    1.1569782162E-02
  601.000000    1.2207518362E-23    1.8767855358E-05
  602.000000    4.0299908436E-23    6.1957134124E-05
  603.000000    2.2505378922E-22    3.4599800210E-04
  604.000000    9.1039672705E-24    1.3996451683E-05
  605.000000    5.3939361649E-23    8.2926448074E-05
  606.000000    5.9316815814E-23    9.1193753432E-05
  607.000000    7.5390614303E-24    1.1590563312E-05
  608.000000    1.9465830581E-22    2.9926794451E-04
  609.000000    2.8998455940E-23    4.4582265663E-05
  610.000000    8.3638833274E-24    1.2858645621E-05
  611.000000    1.6412073455E-20    2.5231944086E-02
  612.000000    1.2744200048E-22    1.9592950513E-04
  613.000000    5.1540283818E-22    7.9238102549E-04
  614.000000    2.1480762764E-22    3.3024553934E-04
  615.000000    2.7742211872E-23    4.2650914322E-05
  616.000000    9.6082267560E-23    1.4771700903E-04
  617.000000    1.8286867190E-21    2.8114254528E-03
  618.000000    1.2876268795E-19    1.9795993185E-01
  619.000000    2.1712051857E-23    3.3380138100E-05
  620.000000    3.7685512012E-24    5.7937757501E-06
  621.000000    7.8403683835E-23    1.2053793033E-04
  622.000000    3.9000851112E-23    5.9959961626E-05
  623.000000    3.5841883171E-23    5.5103360009E-05
  624.000000    7.1247172503E-23    1.0953550006E-04
  625.000000    7.1444578360E-22    1.0983899209E-03
  626.000000    1.3299455686E-22    2.0446601287E-04
  627.000000    1.0870811250E-22    1.6712800024E-04
  628.000000    4.3044656518E-21    6.6176913565E-03
  629.000000    9.6271900603E-22    1.4800855112E-03
  630.000000    2.2330398305E-21    3.4330784771E-03
  631.000000    1.0738228516E-21    1.6508967147E-03
  632.000000    4.2767889295E-21    6.5751411259E-03
  633.000000    8.5547169590E-23    1.3152033506E-04
  634.000000    1.0283541493E-21    1.5809930699E-03
  635.000000    4.3700940278E-22    6.7185885111E-04
  636.000000    2.8745290680E-22    4.4193049047E-04
  637.000000    1.4280332238E-21    2.1954602235E-03
  638.000000    4.5615445530E-22    7.0129248093E-04
  639.000000    1.2614184361E-22    1.9393064219E-04
  640.000000    2.2528412436E-21    3.4635211966E-03
  641.000000    7.3169881571E-22    1.1249147560E-03
  642.000000    1.4442298196E-22    2.2203608919E-04
  643.000000    4.3025338207E-21    6.6147213567E-03
  644.000000    1.0839839289E-21    1.6665183688E-03
  645.000000    2.0979419830E-22    3.2253788623E-04
  646.000000    8.8701701957E-21    1.3637011741E-02
  647.000000    1.6046002958E-21    2.4669146805E-03
  648.000000    6.1694638228E-22    9.4849420850E-04
  649.000000    1.6787960842E-20    2.5809833867E-02
  650.000000    1.4622076083E-21    2.2479999688E-03
  651.000000    8.7637855359E-22    1.3473455821E-03
  652.000000    6.0632435012E-20    9.3216388179E-02
  653.000000    1.6911376408E-21    2.5999573126E-03
  654.000000    5.0852123900E-22    7.8180124553E-04
  655.000000    4.7860163510E-18    7.3580280573E+00
  656.000000    1.1867878241E-21    1.8245692174E-03
  657.000000    6.9461322197E-22    1.0678993136E-03
  658.000000    5.6575916340E-20    8.6979890847E-02
  659.000000    8.1938071223E-22    1.2597170231E-03
  660.000000    4.4920909535E-21    6.9061467509E-03
  661.000000    9.1432133195E-21    1.4056788612E-02
  662.000000    1.0547619419E-20    1.6215924463E-02
  663.000000    2.9509833396E-21    4.5368458060E-03
  664.000000    1.8584003487E-21    2.8571072275E-03
  665.000000    2.3070175560E-22    3.5468119331E-04
  666.000000    1.3912035074E-21    2.1388381674E-03
  667.000000    2.2813133112E-20    3.5072941922E-02
  668.000000    1.3226783916E-17    2.0334875609E+01
  669.000000    3.5869632974E-20    5.5146022594E-02
  670.000000    3.7677774871E-19    5.7925862410E-01
  671.000000    3.8481406144E-21    5.9161366224E-03
  672.000000    7.7783909398E-22    1.1958508826E-03
  673.000000    1.6948372499E-20    2.6056450967E-02
  674.000000    4.1538829507E-21    6.3861853066E-03
